kode_univ,kode_prodi,nama_prodi,jenjang,daya_tampung_2023,peminat_2018,peminat_2019,peminat_2020,peminat_2021,peminat_2022,daya_tampung_2018,daya_tampung_2019,daya_tampung_2020,daya_tampung_2021,daya_tampung_2022
621,621007,PENDIDIKAN MATEMATIKA,Sarjana,30,266,187,205,214,233,27,36,36,36,30
621,621008,TEKNIK SIPIL,Sarjana,40,674,375,377,540,520,45,40,40,40,40
621,621009,TEKNIK MESIN,Sarjana,30,133,55,43,135,115,30,30,30,30,30
621,621010,TEKNIK ELEKTRO,Sarjana,30,229,136,111,205,152,30,30,30,30,30
621,621011,BIOLOGI,Sarjana,12,211,82,106,146,192,23,16,16,16,16
621,621012,MATEMATIKA,Sarjana,12,261,113,123,182,144,23,16,16,16,16
621,621013,FISIKA,Sarjana,12,112,48,40,41,35,23,16,16,16,16
621,621014,KIMIA,Sarjana,12,160,67,94,93,76,23,16,16,16,16
621,621015,PETERNAKAN,Sarjana,60,326,185,132,198,217,90,60,60,60,60
621,621016,PENDIDIKAN DOKTER,Sarjana,36,922,475,457,773,816,23,20,22,24,24
621,621017,ILMU DAN TEKNOLOGI PANGAN,Sarjana,30,462,265,210,306,332,36,24,20,20,30
621,621018,KETEKNIKAN PERTANIAN,Sarjana,30,204,97,99,129,135,36,24,20,20,30
621,621019,BUDIDAYA PERAIRAN,Sarjana,20,125,76,53,55,70,30,20,20,20,20
621,621020,TEKNIK INFORMATIKA,Sarjana,30,815,309,467,804,932,27,20,18,20,30
621,621021,FARMASI,Sarjana,18,829,389,342,692,915,21,15,18,17,16
621,621022,ILMU TANAH,Sarjana,20,100,56,70,100,96,18,12,18,18,20
621,621026,EKONOMI PEMBANGUNAN,Sarjana,40,571,333,291,559,620,45,50,50,50,50
621,621027,MANAJEMEN,Sarjana,60,1729,1106,1029,2035,1860,45,70,70,70,70
621,621028,AKUNTANSI,Sarjana,40,1385,859,683,1226,1006,45,50,50,50,50
621,621029,ILMU HUKUM,Sarjana,96,795,535,476,949,927,90,120,96,96,96
621,621030,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,42,346,230,207,376,389,30,47,40,40,42
621,621031,PENDIDIKAN BAHASA INGGRIS,Sarjana,50,569,312,275,520,463,36,44,44,44,50
621,621032,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,40,115,90,90,188,233,24,36,36,36,40
621,621033,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,60,806,704,770,1255,1311,42,68,48,48,60
621,621034,PENDIDIKAN ANAK USIA DINI,Sarjana,24,241,165,135,241,283,30,20,20,20,24
621,621035,HUBUNGAN INTERNASIONAL,Sarjana,30,647,296,226,473,432,30,24,20,24,28
621,621036,ILMU KOMUNIKASI,Sarjana,20,548,294,339,754,771,30,24,20,24,24
621,621037,SOSIOLOGI,Sarjana,30,271,177,181,335,331,30,24,24,24,30
621,621038,PENDIDIKAN SOSIOLOGI,Sarjana,28,193,124,114,219,280,30,20,16,16,28
631,631001,PEND. MATEMATIKA,Sarjana,30,187,120,93,118,126,24,25,23,30,30
631,631002,PEND. BIOLOGI,Sarjana,25,101,60,31,119,101,24,25,22,22,22
631,631003,PEND. FISIKA,Sarjana,30,127,78,40,86,68,18,25,23,30,30
631,631004,PEND. KIMIA,Sarjana,25,159,74,60,48,47,18,38,32,30,30
631,631005,PEND. TEKNIK BANGUNAN,Sarjana,20,10,2,15,15,26,36,20,22,20,20
631,631006,PEND. TEKNIK MESIN,Sarjana,20,5,3,2,20,45,15,20,11,15,17
631,631007,PEND. TEKNIK ELEKTRO,Sarjana,22,16,8,8,29,23,36,20,22,20,20
631,631008,AGRONOMI/AGROEKOTEKNOLOGI,Sarjana,50,55,37,59,87,74,150,80,60,52,52
631,631009,AGRIBISNIS,Sarjana,44,72,53,66,114,118,75,70,50,44,44
631,631010,ILMU PETERNAKAN,Sarjana,100,89,53,61,134,148,150,125,125,125,125
631,631011,ILMU KESEHATAN MASYARAKAT,Sarjana,40,484,342,239,609,782,135,75,59,59,59
631,631012,MATEMATIKA,Sarjana,20,84,52,55,58,60,30,25,20,20,25
631,631013,BIOLOGI,Sarjana,30,85,34,27,71,67,60,25,30,20,25
631,631014,FISIKA,Sarjana,20,72,26,21,20,19,45,25,20,20,30
631,631015,KIMIA,Sarjana,25,125,47,36,31,39,75,25,20,20,25
631,631016,TEKNIK SIPIL,Sarjana,25,434,266,241,352,391,75,25,30,20,30
631,631017,TEKNIK ELEKTRO,Sarjana,30,96,57,67,95,92,75,25,30,20,30
631,631018,TEKNIK MESIN,Sarjana,29,31,21,16,44,57,75,25,20,20,25
631,631019,ILMU KOMPUTER,Sarjana,20,239,140,144,374,405,30,25,20,20,25
631,631020,TEKNIK ARSITEKTUR,Sarjana,25,105,45,52,132,110,24,15,20,20,25
631,631021,TEKNIK PERTAMBANGAN,Sarjana,25,118,49,30,53,65,24,15,15,10,25
631,631022,PENDIDIKAN DOKTER,Sarjana,23,520,358,304,572,669,24,15,22,21,21
631,631023,BUDIDAYA PERIKANAN,Sarjana,25,30,14,13,8,16,30,20,15,15,20
631,631024,KEDOKTERAN HEWAN,Sarjana,17,116,62,91,162,197,18,15,15,15,15
631,631025,KEHUTANAN,Sarjana,20,81,70,46,84,72,24,20,20,20,20
631,631026,MANAJEMEN SUMBER DAYA PERAIRAN,Sarjana,20,18,17,16,27,30,30,20,20,20,15
631,631027,PEND. BHS  & SASTRA  INDO.,Sarjana,50,178,117,65,150,201,75,50,37,37,37
631,631028,PEND. BHS. INGGRIS,Sarjana,50,252,164,108,228,247,120,50,68,45,45
631,631029,PPKN,Sarjana,37,149,125,95,245,303,15,38,37,35,35
631,631030,PEND. EKONOMI,Sarjana,35,126,74,42,114,130,36,38,38,35,37
631,631031,PEND. GEOGRAFI,Sarjana,35,265,179,109,213,204,15,38,38,35,25
631,631032,PEND. SEJARAH,Sarjana,35,117,75,43,144,146,15,38,37,35,35
631,631033,BIMBINGAN KONSELING,Sarjana,25,102,80,54,120,306,36,38,37,25,25
631,631034,PEND. LUAR SEKOLAH,Sarjana,20,17,7,1,15,34,36,20,23,25,25
631,631035,PEND. ANAK USIA DINI,Sarjana,20,80,79,52,147,173,15,25,25,25,25
631,631036,PEND. GURU SEKOLAH  DASAR,Sarjana,37,291,289,220,506,617,24,100,50,45,45
631,631037,ILMU HUKUM,Sarjana,62,358,310,234,617,767,225,193,125,125,125
631,631038,ILMU ADM.NEGARA,Sarjana,62,577,368,278,569,562,90,61,87,62,62
631,631039,ILMU ADM.NIAGA,Sarjana,56,120,124,100,167,165,120,67,68,60,60
631,631040,SOSIOLOGI,Sarjana,33,233,136,60,187,272,60,32,30,30,30
631,631041,ILMU KOMUNIKASI,Sarjana,50,414,340,250,621,633,60,39,65,40,50
631,631042,ILMU POLITIK,Sarjana,38,96,40,33,115,133,36,38,80,44,37
631,631043,PENJASKESREK,Sarjana,23,9,4,1,22,24,24,38,25,25,25
631,631044,EKONOMI PEMBANGUNAN,Sarjana,25,191,106,63,172,194,30,26,25,25,25
631,631045,AKUNTANSI,Sarjana,50,960,660,556,1001,1052,60,64,38,37,37
631,631046,MANAJEMEN,Sarjana,65,832,406,380,884,967,84,24,62,62,62
631,631047,PSIKOLOGI,Sarjana,20,109,67,55,127,156,24,75,59,37,37
632,632001,AGRIBISNIS,Sarjana,36,45,21,11,44,29,27,25,24,24,24
632,632002,AGROTEKNOLOGI,Sarjana,36,32,11,5,35,27,27,25,24,24,24
632,632003,PETERNAKAN,Sarjana,36,39,16,16,43,40,27,25,24,24,24
632,632004,PEND. BIOLOGI,Sarjana,45,12,7,6,25,34,27,20,20,24,24
632,632005,PEND. MATEMATIKA,Sarjana,36,35,20,8,26,20,27,20,20,20,20
632,632006,BIOLOGI,Sarjana,36,7,2,1,12,12,38,16,16,20,24
632,632007,MATEMATIKA,Sarjana,18,13,4,8,7,11,36,16,12,12,12
632,632008,KIMIA,Sarjana,27,13,6,5,14,10,38,20,16,16,16
632,632009,TEKNOLOGI INFORMASI,Sarjana,54,76,23,23,82,95,45,32,20,20,30
632,632010,ADM. NEGARA,Sarjana,99,79,38,26,125,120,84,56,64,64,66
632,632011,ILMU PEMERINTAHAN,Sarjana,84,53,20,14,97,71,63,48,48,48,56
632,632012,PEND. BAHASA INDONESIA,Sarjana,45,27,13,9,35,34,27,20,20,24,30
632,632013,PEND. BAHASA INGGRIS,Sarjana,45,26,9,14,28,26,30,20,20,20,24
632,632014,MANAJEMEN,Sarjana,99,155,73,44,175,166,54,24,32,40,60
632,632015,EKO. PEMBANGUNAN,Sarjana,75,73,43,26,72,75,54,24,32,32,50
711,711001,MATEMATIKA,Sarjana,20,667,306,251,226,181,28,18,18,18,27
711,711002,FISIKA,Sarjana,18,264,110,97,82,64,28,18,18,18,27
711,711003,KESEHATAN MASYARAKAT,Sarjana,70,2145,1300,1182,1491,1481,77,50,55,55,75
711,711004,FARMASI,Sarjana,30,2552,1468,1381,1831,1919,60,34,30,30,45
711,711005,KIMIA,Sarjana,22,492,253,227,173,194,35,20,22,22,33
711,711006,BIOLOGI,Sarjana,26,515,213,201,186,210,35,20,22,22,33
711,711007,PENDIDIKAN DOKTER,Sarjana,60,2306,1555,1430,1854,1673,105,50,50,50,50
711,711008,AGROTEKNOLOGI,Sarjana,75,1083,703,816,526,389,140,81,80,40,60
711,711009,ILMU DAN TEKNOLOGI PANGAN,Sarjana,39,449,325,296,268,282,35,21,20,20,30
711,711010,AGRIBISNIS,Sarjana,60,1519,713,726,775,678,70,41,40,40,60
711,711011,KETEKNIKAN PERTANIAN,Sarjana,39,781,416,325,295,271,35,21,20,20,30
711,711012,TEKNIK SIPIL,Sarjana,34,1726,983,890,958,797,42,28,30,30,30
711,711013,TEKNIK MESIN,Sarjana,30,564,304,260,292,250,42,30,30,30,30
711,711014,TEKNIK ELEKTRO,Sarjana,40,880,471,474,496,403,42,25,35,35,35
711,711015,TEKNIK PERKAPALAN,Sarjana,32,291,156,127,143,147,28,20,20,25,32
711,711016,TEKNIK GEOLOGI,Sarjana,22,376,263,305,329,354,42,24,35,40,40
711,711017,PENDIDIKAN DOKTER GIGI,Sarjana,50,1214,719,722,943,935,44,20,30,30,35
711,711018,TEKNIK ARSITEKTUR,Sarjana,24,918,506,461,549,436,28,18,25,20,20
711,711019,KEHUTANAN,Sarjana,75,1120,663,540,581,463,88,60,60,53,68
711,711020,GEOFISIKA,Sarjana,20,281,150,140,112,106,28,18,18,18,27
711,711021,STATISTIKA,Sarjana,20,670,460,412,368,343,28,17,18,18,27
711,711022,ILMU GIZI,Sarjana,30,1282,712,628,738,773,28,16,18,18,18
711,711023,ILMU KELAUTAN,Sarjana,42,369,212,192,126,165,60,35,30,30,44
711,711024,BUDIDAYA PERAIRAN,Sarjana,26,234,116,132,105,71,35,21,20,20,28
711,711025,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,26,366,197,174,121,95,35,21,20,19,28
711,711026,PEMANFAATAN SUMBERDAYA PERIKANAN,Sarjana,26,379,190,157,93,67,35,21,20,20,27
711,711027,AGROBISNIS PERIKANAN,Sarjana,26,157,97,76,58,80,28,17,17,16,24
711,711028,ILMU KEPERAWATAN,Sarjana,51,1249,700,588,1016,1234,53,30,30,30,45
711,711029,PETERNAKAN,Sarjana,158,818,389,405,407,313,112,65,64,96,96
711,711030,TEKNIK KELAUTAN,Sarjana,24,245,107,100,101,62,28,14,20,20,15
711,711031,TEKNIK INDUSTRI,Sarjana,20,639,372,390,452,452,28,18,20,20,20
711,711032,TEKNIK SISTEM PERKAPALAN,Sarjana,35,163,92,90,96,74,28,18,32,32,30
711,711033,TEKNIK PENGEMB. WILAYAH KOTA,Sarjana,23,616,387,379,315,305,28,18,20,20,20
711,711034,TEKNIK PERTAMBANGAN,Sarjana,18,1069,557,542,742,919,25,14,25,25,20
711,711035,TEKNIK INFORMATIKA,Sarjana,24,2010,1056,1114,1317,1337,28,18,20,20,20
711,711036,FISOTERAPI,Sarjana,18,692,374,369,336,348,21,12,12,12,18
711,711037,TEKNIK LINGKUNGAN,Sarjana,21,368,250,313,251,239,28,16,28,20,28
711,711038,KEDOKTERAN HEWAN,Sarjana,33,362,171,186,331,356,21,8,15,30,30
711,711039,PSIKOLOGI,Sarjana,39,1046,469,484,1003,1051,35,14,20,24,36
711,711040,ILMU KOMPUTER,Sarjana,20,911,353,457,594,719,21,13,18,18,27
711,711054,MANAJEMEN,Sarjana,56,3141,1421,1184,1616,1389,53,40,32,32,48
711,711055,ILMU HUKUM,Sarjana,100,2143,1106,1124,1501,1254,140,81,80,80,80
711,711056,ILMU POLITIK,Sarjana,30,374,216,165,173,189,25,16,16,16,24
711,711057,ANTROPOLOGI SOSIAL,Sarjana,30,165,110,94,92,88,25,16,12,12,21
711,711058,ILMU SEJARAH,Sarjana,32,255,88,77,92,86,21,13,12,12,24
711,711059,ILMU KOMUNIKASI,Sarjana,34,939,504,535,655,707,32,18,18,18,27
711,711060,SOSIOLOGI,Sarjana,21,413,195,171,184,175,25,16,12,12,27
711,711061,AKUNTANSI,Sarjana,56,2418,1151,981,1051,831,53,40,32,32,48
711,711062,ILMU PEMERINTAHAN,Sarjana,23,731,353,290,318,312,25,17,16,16,30
711,711063,ILMU HUBUNGAN INTERNASIONAL,Sarjana,28,996,628,530,533,451,35,24,24,24,36
711,711064,ADMINISTRASI PUBLIK,Sarjana,23,1239,583,483,329,358,32,20,20,20,30
711,711065,SASTRA INDONESIA,Sarjana,32,432,199,162,152,121,28,17,14,12,24
711,711066,SASTRA DAERAH/BUGIS MAKASSAR,Sarjana,32,58,28,30,36,25,21,13,12,12,20
711,711067,SASTRA ASIA BARAT/ARAB,Sarjana,32,353,205,152,144,105,21,13,12,12,24
711,711068,SASTRA INGGRIS,Sarjana,48,1181,538,459,500,353,53,31,24,24,33
711,711069,SASTRA PERANCIS/ BARAT ROMAN,Sarjana,32,55,20,25,28,11,21,13,12,12,20
711,711070,ARKEOLOGI,Sarjana,32,141,77,47,68,63,21,13,12,12,24
711,711071,SASTRA JEPANG,Sarjana,32,161,75,81,95,92,21,13,12,12,24
711,711072,EKONOMI PEMBANGUNAN,Sarjana,50,790,440,374,277,261,42,40,26,26,39
711,711073,HUKUM ADMINISTRASI NEGARA,Sarjana,30,629,312,266,318,255,35,21,22,22,20
712,712001,PENDIDIKAN MATEMATIKA,Sarjana,33,811,447,403,306,327,23,22,24,22,32
712,712002,PENDIDIKAN FISIKA,Sarjana,22,415,187,140,95,105,23,22,22,22,22
712,712003,PENDIDIKAN KIMIA,Sarjana,22,476,202,180,109,95,23,22,22,22,22
712,712004,PENDIDIKAN BIOLOGI,Sarjana,33,769,360,279,273,300,35,22,24,22,32
712,712005,MATEMATIKA,Sarjana,22,328,118,102,100,90,12,11,11,11,11
712,712006,FISIKA,Sarjana,11,143,46,48,41,29,12,11,11,11,11
712,712007,KIMIA,Sarjana,11,224,73,75,63,76,12,11,11,11,11
712,712008,BIOLOGI,Sarjana,33,308,109,88,92,133,12,11,11,11,11
712,712009,GEOGRAFI,Sarjana,22,67,36,33,30,46,12,11,11,11,11
712,712010,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,32,245,122,89,53,63,23,22,11,22,22
712,712011,PEND. TEKNIK ELEKTRONIKA,Sarjana,11,105,33,50,27,33,23,11,11,11,11
712,712012,PENDIDIKAN TEKNIK MESIN,Sarjana,11,175,50,65,25,45,23,11,11,11,11
712,712013,PEND. TEKNIK OTOMOTIF,Sarjana,22,147,74,64,64,76,23,22,11,22,22
712,712014,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,11,214,100,49,41,39,23,22,11,11,11
712,712015,ILMU KEOLAHRAGAAN,Sarjana,31,30,23,25,26,25,44,25,36,24,31
712,712016,PENDIDIKAN TEKNIK INFORMATIKA & KOMPUTER,Sarjana,87,1140,574,659,754,881,46,32,43,54,65
712,712017,PEND. KIMIA KLS INTERNASIONAL (BILINGUAL),Sarjana,11,52,13,30,11,18,12,11,11,11,11
712,712018,PEND. MATEMATIKA KLS INTERNAS. (BILINGUAL),Sarjana,11,90,39,44,42,29,12,11,11,11,11
712,712019,DESAIN KOMUNIKASI VISUAL,Sarjana,57,91,67,79,123,107,24,31,17,23,46
712,712020,PEND. BIOLOGI KLS INTERNASIONAL (BILINGUAL),Sarjana,11,102,45,37,26,35,12,11,11,11,11
712,712021,PEND. FISIKA KLS INTERNASIONAL (BILINGUAL),Sarjana,11,61,23,25,12,12,12,11,11,11,11
712,712022,PENDIDIKAN TEKNOLOGI PERTANIAN,Sarjana,32,453,206,215,177,220,23,22,21,22,22
712,712023,PENDIDIKAN IPA,Sarjana,22,150,134,143,129,156,12,22,22,22,22
712,712024,PENDIDIKAN IPA KLS INTERNASIONAL (BILINGUAL),Sarjana,11,33,11,13,13,15,12,11,11,11,11
712,712025,STATISTIKA,Sarjana,44,313,227,282,174,206,21,22,24,22,32
712,712026,PENDIDIKAN VOKASIONAL MEKATRONIKA,Sarjana,11,26,15,9,19,18,23,11,11,11,11
712,712027,TEKNIK KOMPUTER,Sarjana,54,653,297,318,514,600,23,22,21,32,32
712,712037,PENDIDIKAN GEOGRAFI,Sarjana,22,549,264,208,154,161,23,22,22,22,22
712,712038,PENDIDIKAN KESEJAHTERAAN KELUARGA,Sarjana,43,232,209,177,223,212,32,32,21,21,32
712,712039,"PENDIDIKAN JASMANI, KESEHATAN & REKREASI",Sarjana,152,277,145,193,270,208,129,140,165,100,140
712,712040,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,50,166,56,93,102,95,59,55,45,34,50
712,712041,ADMINISTRASI PENDIDIKAN,Sarjana,35,266,185,155,200,223,36,32,32,35,35
712,712042,TEKNOLOGI PENDIDIKAN,Sarjana,23,202,112,118,85,104,24,22,22,23,23
712,712043,BIMBINGAN DAN KONSELING,Sarjana,35,808,554,510,431,802,36,32,32,35,35
712,712044,PENDIDIKAN LUAR SEKOLAH,Sarjana,23,37,34,19,21,18,24,22,22,23,23
712,712045,PENDIDIKAN LUAR BIASA,Sarjana,35,113,60,67,73,64,36,32,32,35,35
712,712046,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,59,814,444,396,469,397,36,35,47,39,49
712,712047,PENDIDIKAN BAHASA INGGRIS,Sarjana,82,1170,537,477,462,454,24,35,59,49,82
712,712048,SASTRA INDONESIA,Sarjana,29,191,118,76,86,90,12,23,24,20,20
712,712049,SASTRA INGGRIS,Sarjana,49,669,333,305,308,321,24,23,36,29,59
712,712050,PENDIDIKAN BAHASA JERMAN,Sarjana,20,91,41,31,25,31,24,23,12,10,10
712,712051,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,28,377,199,162,184,188,24,23,23,24,28
712,712052,PENDIDIKAAN SOSIOLOGI,Sarjana,28,498,280,221,231,254,24,23,23,28,28
712,712053,PENDIDIKAN SEJARAH,Sarjana,28,476,283,191,183,204,24,23,23,28,28
712,712054,MANAJEMEN,Sarjana,93,2584,1257,1213,1978,1817,59,59,54,82,105
712,712055,SOSIOLOGI,Sarjana,28,303,149,125,149,140,24,23,23,28,28
712,712056,PSIKOLOGI,Sarjana,95,1346,844,888,1077,1060,59,70,89,72,86
712,712057,PEND. GURU SEK. DASAR (KAMPUS MAKASSAR),Sarjana,94,1282,899,988,1215,1122,59,43,43,59,59
712,712058,PENDIDIKAN GURU PAUD,Sarjana,35,334,212,221,224,225,36,32,32,35,35
712,712059,PEND. GURU SEKOLAH DASAR (KAMPUS BONE),Sarjana,59,176,128,171,228,236,59,54,54,59,59
712,712060,PEND. GURU SEK. DASAR (KAMPUS PARE-PARE),Sarjana,46,279,180,179,242,208,59,43,43,46,46
712,712061,PENDIDIKAN IPS,Sarjana,25,176,117,89,101,97,24,23,23,22,25
712,712062,ADMINISTRASI NEGARA,Sarjana,46,1277,584,452,633,631,36,23,23,36,46
712,712063,PENDIDIKAN EKONOMI,Sarjana,47,336,218,157,209,150,36,35,23,23,23
712,712064,PEND. GEOGRAFI KLS INTERNAS. (BILINGUAL),Sarjana,11,48,18,18,16,24,12,11,11,11,11
712,712065,EKONOMI PEMBANGUNAN,Sarjana,35,314,206,171,200,171,24,23,23,23,23
712,712066,AKUNTANSI,Sarjana,58,1026,646,593,684,834,24,23,23,49,70
712,712067,"PENDIDIKAN SENI DRAMA,  TARI, DAN MUSIK",Sarjana,34,114,58,78,67,55,36,31,24,35,34
712,712068,PENDIDIKAN SENI RUPA,Sarjana,27,39,19,39,36,51,24,20,17,24,27
712,712069,P. GURU SEK DASAR BILINGUAL (KAMP MAKASSAR),Sarjana,20,94,48,62,69,89,24,22,22,20,20
712,712070,SENI TARI,Sarjana,13,28,9,15,26,16,12,20,8,14,13
712,712071,PEND. ADMINISTRASI PERKANTORAN,Sarjana,36,854,433,359,459,475,24,23,23,28,36
712,712073,PEND. AKUNTANSI,Sarjana,24,318,140,141,92,103,36,23,23,23,23
712,712074,PENDIDIKAN ANTROPOLOGI,Sarjana,28,104,70,72,60,75,24,23,23,21,28
712,712075,PENDIDIKAN BAHASA DAN SASTRA DAERAH,Sarjana,20,56,96,56,77,45,24,23,24,20,20
712,712076,PENDIDIKAN BAHASA ARAB,Sarjana,29,396,295,252,236,205,24,23,36,29,29
712,712077,ILMU ADMINISTRASI BISNIS,Sarjana,36,681,333,372,411,420,36,23,23,28,36
712,712078,PENDIDIKAN BAHASA MANDARIN,Sarjana,11,14,16,9,27,22,12,12,12,10,10
713,713001,MATEMATIKA,Sarjana,30,160,45,96,67,60,36,27,33,30,36
713,713003,KIMIA,Sarjana,30,124,30,81,34,40,32,24,36,30,30
713,713006,TEKNIK PERENCANAAN WILAYAH DAN KOTA,Sarjana,30,361,104,205,141,128,32,24,30,30,36
713,713007,TEKNIK ARSITEKTUR,Sarjana,36,199,65,122,148,139,32,27,30,30,36
713,713008,ILMU PETERNAKAN,Sarjana,30,150,48,97,85,69,36,27,30,30,30
713,713015,SISTEM INFORMASI,Sarjana,21,229,65,147,158,196,24,12,12,21,24
713,713016,PENDIDIKAN DOKTER,Sarjana,15,471,364,396,501,606,15,15,15,15,15
713,713017,ILMU HUKUM,Sarjana,48,504,197,308,413,323,64,36,36,48,42
713,713018,JURNALISTIK,Sarjana,36,187,77,82,58,37,48,26,27,36,36
713,713019,MANAJEMEN,Sarjana,40,815,293,443,548,463,51,36,38,40,40
713,713024,AKUNTANSI,Sarjana,40,420,170,276,283,224,51,36,38,40,40
713,713025,ILMU EKONOMI,Sarjana,40,288,124,124,221,178,51,38,38,40,40
713,713031,ILMU POLITIK,Sarjana,24,186,45,64,54,53,56,45,32,32,24
713,713034,ILMU KOMUNIKASI,Sarjana,36,414,150,211,274,261,48,26,27,36,36
721,721001,PENDIDIKAN DOKTER,Sarjana,44,1233,737,788,879,874,53,38,36,40,44
721,721002,PENDIDIKAN DOKTER GIGI,Sarjana,7,297,142,140,147,153,5,7,5,6,7
721,721003,ILMU KESEHATAN MASYARAKAT,Sarjana,50,540,283,339,330,347,70,50,50,64,71
721,721004,ILMU KEPERAWATAN,Sarjana,30,360,160,176,265,302,26,19,15,19,21
721,721005,TEKNIK ELEKTRO,Sarjana,18,127,66,71,43,62,28,20,18,21,24
721,721006,TEKNIK MESIN,Sarjana,12,57,20,21,16,31,21,15,12,15,17
721,721007,TEKNIK SIPIL,Sarjana,28,427,260,276,279,267,42,30,28,50,55
721,721008,ARSITEKTUR,Sarjana,19,185,117,124,123,106,28,20,19,24,27
721,721009,PERENCANAAN WILAYAH DAN KOTA,Sarjana,18,109,66,85,58,67,28,20,18,24,27
721,721010,TEKNIK PERTANIAN,Sarjana,16,93,71,52,56,54,28,20,16,21,23
721,721011,TEKNOLOGI PANGAN,Sarjana,12,30,31,18,23,17,21,15,12,13,14
721,721012,MATEMATIKA,Sarjana,24,100,46,47,57,32,42,30,24,24,27
721,721013,FISIKA,Sarjana,10,30,11,18,12,7,18,13,10,10,11
721,721014,BIOLOGI,Sarjana,14,67,40,28,47,27,21,15,14,18,20
721,721015,KIMIA,Sarjana,14,42,18,23,26,19,25,18,14,15,16
721,721016,AGRIBISNIS,Sarjana,43,167,102,90,102,101,70,50,43,43,48
721,721017,AGROEKOTEKNOLOGI,Sarjana,12,25,34,29,17,39,21,15,12,12,14
721,721018,PETERNAKAN,Sarjana,44,75,33,27,29,30,77,55,44,44,49
721,721019,ILMU KELAUTAN,Sarjana,22,59,32,31,26,23,21,25,22,24,27
721,721020,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,10,26,5,13,6,6,18,13,10,10,11
721,721021,BUDIDAYA PERAIRAN,Sarjana,10,13,5,6,2,1,18,13,10,10,11
721,721022,TEKNOLOGI HASIL PERIKANAN,Sarjana,10,24,8,9,6,6,18,13,10,10,11
721,721023,AGROBISNIS PERIKANAN,Sarjana,15,23,12,13,13,3,26,19,15,15,17
721,721024,PEMANFAATAN SUMBERDAYA PERIKANAN,Sarjana,10,13,9,5,9,5,18,13,10,10,11
721,721025,KEHUTANAN,Sarjana,12,49,32,14,17,32,21,15,12,12,14
721,721026,INFORMATIKA,Sarjana,24,374,199,256,337,348,28,20,24,48,53
721,721027,FARMASI,Sarjana,20,598,285,323,531,468,28,20,20,34,38
721,721028,TEKNIK LINGKUNGAN,Sarjana,8,39,17,16,17,14,14,10,8,10,11
721,721029,SISTEM INFORMASI,Sarjana,18,50,31,35,45,77,28,20,18,28,31
721,721030,ILMU TANAH,Sarjana,12,18,2,4,9,12,21,15,12,12,14
721,721031,AGRONOMI,Sarjana,10,9,43,18,19,16,16,12,10,10,11
721,721032,PROTEKSI TANAMAN,Sarjana,10,1,11,12,3,13,18,13,10,10,11
721,721033,EKONOMI PEMBANGNAN,Sarjana,33,123,73,56,66,74,53,38,33,33,37
721,721034,MANAJEMEN,Sarjana,92,1032,511,532,679,624,140,100,92,125,138
721,721035,AKUNTANSI,Sarjana,60,773,382,387,428,348,88,63,60,82,91
721,721036,ILMU ADMINISTRASI NEGARA,Sarjana,22,335,171,167,200,183,35,25,22,34,38
721,721037,ILMU ADMINISTRASI BISNIS,Sarjana,22,306,154,209,241,200,35,25,22,34,38
721,721038,ILMU PEMERINTAHAN,Sarjana,22,324,154,172,218,159,35,25,22,38,42
721,721039,ILMU POLITIK,Sarjana,17,103,42,46,72,74,26,19,17,19,21
721,721040,SOSIOLOGI,Sarjana,11,74,39,30,60,45,18,13,11,15,16
721,721041,ILMU KOMUNIKASI,Sarjana,22,171,105,138,207,245,35,25,22,33,36
721,721042,ILMU PERPUSTAKAAN,Sarjana,10,31,21,12,15,12,18,13,10,10,11
721,721043,ILMU HUKUM,Sarjana,160,698,347,400,628,557,252,180,160,212,233
721,721044,SASTRA INDONESIA,Sarjana,8,83,31,28,33,33,13,9,8,11,12
721,721045,SASTRA INGGRIS,Sarjana,44,242,139,146,179,130,70,50,44,52,58
721,721046,SASTRA JERMAN,Sarjana,6,26,9,7,10,14,11,8,6,6,7
721,721047,ILMU SEJARAH,Sarjana,6,23,10,9,15,12,11,8,6,6,7
721,721048,ANTROPOLOGI SOSIAL,Sarjana,10,21,24,15,24,21,18,13,10,10,11
722,722001,PEND. BIOLOGI,Sarjana,30,144,33,57,50,33,80,54,54,27,27
722,722002,ILMU BIOLOGI,Sarjana,15,61,16,25,12,13,70,24,24,15,15
722,722003,PEND. KIMIA,Sarjana,18,44,12,18,12,9,30,12,12,18,18
722,722004,ILMU KIMIA,Sarjana,12,25,6,6,13,8,35,12,12,12,12
722,722005,PEND. FISIKA,Sarjana,18,61,39,25,18,14,30,24,24,18,18
722,722006,ILMU FISIKA,Sarjana,12,30,7,5,7,4,30,12,12,12,12
722,722007,PEND. MATEMATIKA,Sarjana,30,183,77,72,75,60,100,60,60,27,27
